complaint_id,complaint_text,category,priority,department,location,date_submitted,status
2519,Illegal activities happening nearby,Police/Safety,Medium,Police/Safety,Mumbai,2024-02-14,In Progress
2520,Shortage of medicines in health center,Health,Low,Health,Mumbai,2024-01-29,In Progress
2521,Open garbage dumping ground issue,Sanitation,High,Sanitation,Bangalore,2024-09-24,Pending
2522,Vaccination not available in local clinic,Health,Low,Health,Kolkata,2024-09-06,Pending
2523,Road full of potholes causing accidents,Roads,Low,Roads,Bangalore,2024-01-05,In Progress
2524,Ambulance service delayed during emergency,Health,High,Health,Kolkata,2024-11-01,Pending
2525,Overcrowding in buses,Transport,Medium,Transport,Mumbai,2024-03-17,Pending
2526,Fake loan app scam reported,IT Fraud,Medium,IT Fraud,Kolkata,2024-02-09,Pending
2527,Water logging due to bad road condition,Roads,Low,Roads,Bangalore,2025-03-21,In Progress
2528,Train ticket booking issue,Transport,Low,Transport,Hyderabad,2025-08-17,In Progress
2529,Public hand pump not working,Water,Low,Water,Patna,2024-07-28,Resolved
2530,Bus stop shelter damaged,Transport,Medium,Transport,Delhi,2024-09-11,In Progress
2531,Vaccination not available in local clinic,Health,Medium,Health,Ranchi,2024-05-17,Pending
2532,Train ticket booking issue,Transport,Medium,Transport,Mumbai,2025-02-15,Pending
2533,No water supply for last two days,Water,Low,Water,Delhi,2024-08-02,Pending
2534,Delay in issuing birth certificate,Government Services,High,Government Services,Patna,2025-07-29,Resolved
2535,Ration card application pending,Government Services,Low,Government Services,Delhi,2024-10-22,Pending
2536,Voltage fluctuations damaging appliances,Electricity,Medium,Electricity,Mumbai,2024-01-10,In Progress
2537,Theft reported in neighborhood,Police/Safety,High,Police/Safety,Hyderabad,2025-04-09,Pending
2538,Illegal activities happening nearby,Police/Safety,Medium,Police/Safety,Patna,2025-06-20,In Progress
2539,Garbage not collected for several days,Sanitation,Medium,Sanitation,Kolkata,2024-12-07,In Progress
2540,Bus service not running on schedule,Transport,Low,Transport,Chennai,2025-03-05,In Progress
2541,Vaccination not available in local clinic,Health,Medium,Health,Ranchi,2025-07-28,Resolved
2542,Huge pothole near school entrance,Roads,Medium,Roads,Hyderabad,2025-07-28,Resolved
2543,Hospital hygiene very poor,Health,Medium,Health,Hyderabad,2024-06-13,In Progress
2544,Ambulance service delayed during emergency,Health,Low,Health,Bangalore,2025-06-19,Pending
2545,Social media account hacked,IT Fraud,Medium,IT Fraud,Patna,2025-07-20,Pending
2546,Transformer failure in locality,Electricity,Medium,Electricity,Delhi,2025-07-06,Resolved
2547,Road full of potholes causing accidents,Roads,Medium,Roads,Mumbai,2025-04-18,In Progress
2548,Shortage of medicines in health center,Health,Medium,Health,Chennai,2024-12-30,In Progress
2549,Train ticket booking issue,Transport,Medium,Transport,Hyderabad,2025-01-08,In Progress
2550,Garbage not collected for several days,Sanitation,High,Sanitation,Hyderabad,2025-04-05,Resolved
2551,Bus stop shelter damaged,Transport,High,Transport,Mumbai,2025-01-03,In Progress
2552,Public hand pump not working,Water,High,Water,Hyderabad,2024-02-21,In Progress
2553,Low water pressure in the area,Water,Low,Water,Mumbai,2025-06-30,Resolved
2554,Pension not credited this month,Government Services,Medium,Government Services,Ranchi,2024-05-02,Resolved
2555,Transformer failure in locality,Electricity,Low,Electricity,Delhi,2025-04-08,Resolved
2556,Scholarship payment delayed,Education,Medium,Education,Kolkata,2024-04-23,Pending
2557,UPI payment fraud reported,IT Fraud,Medium,IT Fraud,Chennai,2024-02-23,Pending
2558,Aadhaar update not processed,Government Services,Medium,Government Services,Chennai,2024-09-06,In Progress
2559,Overcrowding in buses,Transport,Medium,Transport,Mumbai,2024-09-26,Resolved
2560,Suspicious person roaming in colony,Police/Safety,Medium,Police/Safety,Hyderabad,2024-01-31,In Progress
2561,Dirty public toilets in market,Sanitation,Low,Sanitation,Ranchi,2024-12-25,Pending
2562,Bank OTP fraud attempt,IT Fraud,Medium,IT Fraud,Delhi,2024-06-12,Pending
2563,Social media account hacked,IT Fraud,Medium,IT Fraud,Kolkata,2024-02-21,Resolved
2564,Noise disturbance at night,Police/Safety,High,Police/Safety,Bangalore,2025-04-19,In Progress
2565,Frequent power cuts in our area,Electricity,Medium,Electricity,Bangalore,2024-01-28,Pending
2566,Garbage not collected for several days,Sanitation,Medium,Sanitation,Kolkata,2024-03-07,Resolved
2567,Road construction incomplete for months,Roads,Medium,Roads,Kolkata,2025-03-20,Pending
2568,Transformer failure in locality,Electricity,Medium,Electricity,Kolkata,2025-05-31,Resolved
2569,Ambulance service delayed during emergency,Health,High,Health,Patna,2025-01-16,In Progress
2570,Ration card application pending,Government Services,High,Government Services,Chennai,2024-12-20,In Progress
2571,Public hand pump not working,Water,Low,Water,Ranchi,2025-05-24,Pending
2572,Broken road near market area,Roads,Medium,Roads,Chennai,2024-06-25,Resolved
2573,Road construction incomplete for months,Roads,Medium,Roads,Kolkata,2025-03-16,Resolved
2574,Poor cleanliness in buses,Transport,Medium,Transport,Chennai,2025-01-08,Resolved
2575,Suspicious person roaming in colony,Police/Safety,Low,Police/Safety,Kolkata,2024-08-31,Pending
2576,Drain blockage causing foul smell,Sanitation,Medium,Sanitation,Delhi,2024-01-24,Resolved
2577,Harassment reported in public place,Police/Safety,Medium,Police/Safety,Chennai,2024-07-01,In Progress
2578,Street lights not working,Electricity,Medium,Electricity,Delhi,2024-04-13,In Progress
2579,No drinking water in school campus,Education,Medium,Education,Mumbai,2025-02-21,Pending
2580,No doctor available in government hospital,Health,Low,Health,Patna,2025-05-21,Pending
2581,Hospital hygiene very poor,Health,Low,Health,Ranchi,2024-08-17,Pending
2582,Scholarship payment delayed,Education,Medium,Education,Hyderabad,2024-04-05,Pending
2583,Teacher not attending classes regularly,Education,High,Education,Mumbai,2025-04-22,Resolved
2584,Overcrowding in buses,Transport,High,Transport,Bangalore,2024-08-24,In Progress
2585,Water pipeline leakage near house,Water,High,Water,Chennai,2024-05-21,Pending
2586,Street lights not working,Electricity,High,Electricity,Hyderabad,2024-02-26,In Progress
2587,Overcrowding in buses,Transport,Medium,Transport,Chennai,2024-04-10,Resolved
2588,UPI payment fraud reported,IT Fraud,Medium,IT Fraud,Mumbai,2024-05-15,In Progress
2589,Road full of potholes causing accidents,Roads,Low,Roads,Ranchi,2025-08-19,Resolved
2590,Poor infrastructure in government school,Education,Low,Education,Hyderabad,2024-12-09,In Progress
2591,Ration card application pending,Government Services,Medium,Government Services,Chennai,2024-11-27,Resolved
2592,Overcrowding in buses,Transport,High,Transport,Bangalore,2024-05-24,Pending
2593,Aadhaar update not processed,Government Services,Low,Government Services,Ranchi,2024-01-23,Resolved
2594,Street lights not working,Electricity,Low,Electricity,Kolkata,2024-01-02,Resolved
2595,Overflowing dustbins in the area,Sanitation,Medium,Sanitation,Mumbai,2024-04-10,Resolved
2596,Bus service not running on schedule,Transport,Medium,Transport,Delhi,2024-07-03,Pending
2597,Corruption complaint in local office,Government Services,Medium,Government Services,Hyderabad,2024-05-02,In Progress
2598,Drain blockage causing foul smell,Sanitation,Medium,Sanitation,Delhi,2024-10-07,In Progress
2599,Poor infrastructure in government school,Education,Medium,Education,Kolkata,2025-07-30,Pending
2600,Road construction incomplete for months,Roads,Low,Roads,Kolkata,2025-07-19,Pending
2601,Bus service not running on schedule,Transport,High,Transport,Hyderabad,2025-08-16,Resolved
2602,Poor cleanliness in buses,Transport,Medium,Transport,Mumbai,2024-04-29,In Progress
2603,Bank OTP fraud attempt,IT Fraud,Medium,IT Fraud,Hyderabad,2025-08-07,Pending
2604,No drinking water in school campus,Education,Low,Education,Chennai,2024-09-17,In Progress
2605,Ration card application pending,Government Services,Medium,Government Services,Ranchi,2025-03-25,Resolved
2606,Teacher not attending classes regularly,Education,Low,Education,Patna,2025-08-05,Pending
2607,Bus stop shelter damaged,Transport,High,Transport,Bangalore,2025-01-06,Resolved
2608,Bus stop shelter damaged,Transport,Medium,Transport,Hyderabad,2024-04-15,Pending
2609,Illegal activities happening nearby,Police/Safety,Low,Police/Safety,Bangalore,2024-08-30,Pending
2610,Overcrowding in buses,Transport,High,Transport,Mumbai,2024-02-03,In Progress
2611,Fake loan app scam reported,IT Fraud,Low,IT Fraud,Patna,2025-05-01,In Progress
2612,Train ticket booking issue,Transport,High,Transport,Bangalore,2025-08-22,Resolved
2613,Drain blockage causing foul smell,Sanitation,Low,Sanitation,Chennai,2024-08-10,In Progress
2614,Teacher not attending classes regularly,Education,High,Education,Mumbai,2024-04-19,Pending
2615,Garbage not collected for several days,Sanitation,Medium,Sanitation,Hyderabad,2024-07-23,In Progress
2616,Poor infrastructure in government school,Education,High,Education,Ranchi,2025-04-08,In Progress
2617,Water pipeline leakage near house,Water,Low,Water,Kolkata,2025-03-12,Pending
2618,Poor infrastructure in government school,Education,Medium,Education,Mumbai,2024-03-26,Pending
2619,Ration card application pending,Government Services,Medium,Government Services,Bangalore,2024-11-24,In Progress
2620,UPI payment fraud reported,IT Fraud,High,IT Fraud,Delhi,2024-10-24,In Progress
2621,No doctor available in government hospital,Health,Low,Health,Patna,2024-02-10,Resolved
2622,Vaccination not available in local clinic,Health,High,Health,Delhi,2024-12-09,In Progress
2623,Drain blockage causing foul smell,Sanitation,Medium,Sanitation,Delhi,2025-02-27,In Progress
2624,Scholarship payment delayed,Education,Low,Education,Ranchi,2024-01-17,Pending
2625,Road construction incomplete for months,Roads,Low,Roads,Mumbai,2024-12-15,In Progress
2626,Low water pressure in the area,Water,Medium,Water,Ranchi,2024-10-14,Resolved
2627,Aadhaar update not processed,Government Services,High,Government Services,Ranchi,2024-07-21,Pending
2628,UPI payment fraud reported,IT Fraud,Medium,IT Fraud,Mumbai,2024-10-14,Resolved
2629,Vaccination not available in local clinic,Health,Medium,Health,Kolkata,2024-12-07,Resolved
2630,Ration card application pending,Government Services,Medium,Government Services,Mumbai,2024-12-07,In Progress
2631,Delay in issuing birth certificate,Government Services,High,Government Services,Hyderabad,2025-06-30,Resolved
2632,Fake job website asking money,IT Fraud,High,IT Fraud,Mumbai,2025-02-25,Resolved
2633,Low water pressure in the area,Water,Medium,Water,Ranchi,2024-12-04,In Progress
2634,Bus service not running on schedule,Transport,Medium,Transport,Kolkata,2024-05-10,In Progress
2635,Poor cleanliness in buses,Transport,Medium,Transport,Kolkata,2025-07-30,In Progress
2636,Vaccination not available in local clinic,Health,Medium,Health,Mumbai,2024-02-02,In Progress
2637,Social media account hacked,IT Fraud,High,IT Fraud,Ranchi,2024-01-12,Pending
2638,Bank OTP fraud attempt,IT Fraud,Medium,IT Fraud,Bangalore,2024-01-15,In Progress
2639,Overflowing dustbins in the area,Sanitation,Medium,Sanitation,Patna,2024-02-18,Resolved
2640,Garbage not collected for several days,Sanitation,High,Sanitation,Delhi,2024-10-16,Pending
2641,Huge pothole near school entrance,Roads,Medium,Roads,Ranchi,2024-02-17,Resolved
2642,Bank OTP fraud attempt,IT Fraud,High,IT Fraud,Patna,2025-08-14,Resolved
2643,Voltage fluctuations damaging appliances,Electricity,Medium,Electricity,Mumbai,2024-04-22,Pending
2644,Dirty water coming from taps,Water,Medium,Water,Hyderabad,2024-12-06,In Progress
2645,Broken road near market area,Roads,Medium,Roads,Hyderabad,2024-08-30,Pending
2646,Poor infrastructure in government school,Education,Low,Education,Patna,2024-04-26,Resolved
2647,Electric pole wire hanging dangerously,Electricity,High,Electricity,Chennai,2024-09-28,Resolved
2648,No doctor available in government hospital,Health,High,Health,Patna,2025-08-22,Pending
2649,Aadhaar update not processed,Government Services,High,Government Services,Mumbai,2024-09-20,Resolved
2650,Huge pothole near school entrance,Roads,Medium,Roads,Mumbai,2025-04-11,Pending
2651,Drain blockage causing foul smell,Sanitation,Low,Sanitation,Delhi,2025-04-23,Resolved
2652,Voltage fluctuations damaging appliances,Electricity,Low,Electricity,Patna,2024-09-02,Resolved
2653,Poor infrastructure in government school,Education,Low,Education,Bangalore,2025-02-25,Resolved
2654,No doctor available in government hospital,Health,High,Health,Kolkata,2024-04-23,Pending
2655,Pension not credited this month,Government Services,Low,Government Services,Chennai,2025-06-19,In Progress
2656,Fake loan app scam reported,IT Fraud,High,IT Fraud,Ranchi,2025-06-30,Resolved
2657,Noise disturbance at night,Police/Safety,Low,Police/Safety,Kolkata,2025-05-13,In Progress
2658,Corruption complaint in local office,Government Services,Medium,Government Services,Mumbai,2025-05-13,Resolved
2659,UPI payment fraud reported,IT Fraud,Medium,IT Fraud,Mumbai,2025-07-12,Resolved
2660,Street lights not working,Electricity,High,Electricity,Kolkata,2024-02-01,In Progress
2661,Bank OTP fraud attempt,IT Fraud,Medium,IT Fraud,Chennai,2025-01-16,Resolved
2662,Broken road near market area,Roads,Low,Roads,Kolkata,2025-01-10,Pending
2663,Noise disturbance at night,Police/Safety,Medium,Police/Safety,Chennai,2024-04-25,Resolved
2664,Shortage of medicines in health center,Health,High,Health,Ranchi,2025-06-24,Pending
2665,Water logging due to bad road condition,Roads,Medium,Roads,Bangalore,2025-08-22,Pending
2666,Social media account hacked,IT Fraud,High,IT Fraud,Delhi,2024-04-24,Pending
2667,Street lights not working,Electricity,Medium,Electricity,Chennai,2025-08-08,Pending
2668,Huge pothole near school entrance,Roads,Medium,Roads,Delhi,2025-07-17,Pending
2669,Road construction incomplete for months,Roads,Medium,Roads,Patna,2025-05-19,In Progress
2670,Fake job website asking money,IT Fraud,Medium,IT Fraud,Mumbai,2024-02-19,Resolved
2671,Scholarship payment delayed,Education,High,Education,Ranchi,2024-06-28,Resolved
2672,Low water pressure in the area,Water,Low,Water,Hyderabad,2025-08-08,In Progress
2673,Fake loan app scam reported,IT Fraud,Medium,IT Fraud,Hyderabad,2025-04-26,Pending
2674,Hospital hygiene very poor,Health,High,Health,Bangalore,2024-01-20,Pending
2675,No doctor available in government hospital,Health,Low,Health,Mumbai,2024-12-26,In Progress
2676,Hospital hygiene very poor,Health,Medium,Health,Hyderabad,2025-08-18,In Progress
2677,Voltage fluctuations damaging appliances,Electricity,High,Electricity,Kolkata,2025-04-30,Resolved
2678,No doctor available in government hospital,Health,Low,Health,Ranchi,2025-02-26,Resolved
2679,Electric pole wire hanging dangerously,Electricity,High,Electricity,Bangalore,2024-01-24,Pending
2680,Shortage of medicines in health center,Health,Medium,Health,Patna,2025-02-15,Resolved
2681,Pension not credited this month,Government Services,Medium,Government Services,Chennai,2024-07-12,Resolved
2682,Teacher not attending classes regularly,Education,Medium,Education,Patna,2025-08-12,Pending
2683,Electric pole wire hanging dangerously,Electricity,Medium,Electricity,Hyderabad,2024-03-24,Pending
